Data;Direttrice;Partenza;Arrivo;NumeroTreniProgrammati;NumeroTreniCircolanti;NumeroTreniAnnullati;NumeroTreniInritardo;PercentualeTreniCircolanti;PercentualeTreniAnnullati;PercentualeTreniInritardo ;IndiceRegolarita;RisarcUtenti;note
2013-01;Nord;PARIS NORD;DOUAI;208;208;0;56;1;0;0,269230769;0,730769231;1;Liaison touchͩe principalement par les chutes de neige du 14 au 23 janvier. Durant cette pͩriode, pour�_ͩviter les dangers liͩs aux projections de glace, la vitesse des trains sur la�_ligne �_ grande vitesse a ͩtͩ limitͩe �_ 230 km/h voire 170 km/h. Les installations au sol ainsi que les rames TGV ont ͩgalement connu des difficultͩs liͩes�_�_ cet ͩpisode neigeux.
2013-01;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;648;648;0;177;1;0;0,273148148;0,726851852;1;Conditions mͩtͩorologiques difficiles (en particulier la neige et le froid).
2013-01;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;216;216;0;15;1;0;0,069444444;0,930555556;0;
2013-01;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;473;473;0;52;1;0;0,109936575;0,890063425;0;
2012-12;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;643;643;0;24;1;0;0,037325039;0,962674961;0;
2013-01;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;281;281;0;55;1;0;0,195729537;0,804270463;1;
2013-01;Atlantique;PARIS MONTPARNASSE;LAVAL;236;236;0;36;1;0;0,152542373;0,847457627;1;
2013-01;Sud-Est;LYON PART DIEU;PARIS LYON;645;645;0;60;1;0;0,093023256;0,906976744;0;
2013-02;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;414;414;0;26;1;0;0,062801932;0,937198068;0;
2013-02;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;95;95;0;12;1;0;0,126315789;0,873684211;0;
2013-02;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;101;101;0;20;1;0;0,198019802;0,801980198;1;
2013-02;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;217;217;0;22;1;0;0,101382488;0,898617512;0;
2013-02;Atlantique;VANNES;PARIS MONTPARNASSE;158;158;0;15;1;0;0,094936709;0,905063291;0;
2013-02;Atlantique;TOURS;PARIS MONTPARNASSE;164;164;0;17;1;0;0,103658537;0,896341463;0;
2013-02;Nord;ARRAS;PARIS NORD;312;312;0;52;1;0;0,166666667;0,833333333;1;
2013-02;Nord;PARIS NORD;ARRAS;313;313;0;52;1;0;0,166134185;0,833865815;1;
2013-02;Nord;PARIS NORD;DOUAI;189;189;0;41;1;0;0,216931217;0,783068783;1;Les chutes de neige des 10 et 11 fͩvrier nͩcessitent de rͩduire la vitesse des trains sur la ligne �_ grande vitesse �_ 230 km/h voire 170 km/h pour ͩviter les dangers liͩs aux projections de glace. Les rames TGV ont ͩgalement souffert de ces intempͩries ainsi que du froid associͩ avec des pannes de train en cours de circulation. Les installations catͩnaires ont subi ͩgalement des avaries. A noter aussi un accident de personne qui a totalement perturbͩ la circulation sur Paris Nord, des travaux de renouvellement de voie sur Arras et des dͩrangements informatiques dans les postes d'aiguillages de Douai.
2013-01;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;431;431;0;94;1;0;0,218097448;0,781902552;1;Forts ͩpisodes neigeux les 15, 18, 19, 20, 21 et 22 janvier, nͩcessitant la baisse de vitesse des trains, notamment sur ligne �_ grande vitesse Atlantique.
2013-01;Atlantique;TOURS;PARIS MONTPARNASSE;181;181;0;34;1;0;0,187845304;0,812154696;1;Forts ͩpisodes neigeux les 15, 18, 19, 20, 21 et 22 janvier, nͩcessitant la baisse de vitesse des trains, notamment sur ligne �_ grande vitesse Atlantique.
2013-01;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;117;117;0;28;1;0;0,239316239;0,760683761;1;Conditions mͩtͩorologiques difficiles (en particulier la neige et le froid).
2013-01;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;144;144;0;18;1;0;0,125;0,875;0;
2013-02;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;360;360;0;49;1;0;0,136111111;0,863888889;0;
2013-01;Atlantique;LYON PART DIEU;RENNES;30;30;0;4;1;0;0,133333333;0,866666667;0;
2013-02;Sud-Est;DIJON VILLE;PARIS LYON;413;412;1;50;0,997578692;0,002421308;0,121065375;0,878934625;0;
2013-01;Sud-Est;AVIGNON TGV;PARIS LYON;331;331;0;58;1;0;0,175226586;0,824773414;1;
2013-01;Sud-Est;PERPIGNAN;PARIS LYON;155;155;0;16;1;0;0,103225806;0,896774194;0;
2013-03;Atlantique;BREST;PARIS MONTPARNASSE;50;50;0;3;1;0;0,06;0,94;0;�_pisode neigeux avec fortes rͩpercussions sur la production les 12 et 13 mars. TGV 8624 du 3 mars en retard au dͩpart suite mouvement social. TGV 8672 du 16 mars dͩcontr͉le d'aiguille pr��s de Plounͩrin.
2013-03;Sud-Est;PARIS LYON;LYON PART DIEU;631;628;3;34;0,995245642;0,004754358;0,053882726;0,946117274;0;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Sud-Est;PARIS LYON;DIJON VILLE;482;481;1;29;0,997925311;0,002074689;0,060165975;0,939834025;0;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Sud-Est;PARIS LYON;GRENOBLE;264;262;2;29;0,992424242;0,007575758;0,109848485;0,890151515;0;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;208;207;1;30;0,995192308;0,004807692;0,144230769;0,855769231;0;
2013-03;Atlantique;PARIS MONTPARNASSE;ANGOULEME;304;304;0;25;1;0;0,082236842;0,917763158;0;
2013-03;Atlantique;LAVAL;PARIS MONTPARNASSE;229;229;0;22;1;0;0,096069869;0,903930131;0;
2013-03;Nord;MARSEILLE ST CHARLES;LILLE;127;124;3;34;0,976377953;0,023622047;0,267716535;0,732283465;1;
2013-03;Nord;PARIS NORD;LILLE;617;599;18;98;0,97082658;0,02917342;0,158833063;0,841166937;1;
2013-03;Nord;PARIS NORD;ARRAS;319;298;21;107;0,934169279;0,065830721;0,335423197;0,664576803;1;Importantes chutes de neige avec formation de cong��res survenues �_ partir du 11 mars dans la soirͩe jusqu'au 15 mars. Elles ont imposͩ des limitations de vitesse pour ͩviter les projections de glace, allant m�_me jusqu_���_ immobiliser presque compl��tement le trafic le mardi 12 mars. Les conditions climatiques difficiles de ces derniers mois ont par ailleurs perturbͩ les diffͩrents programmes travaux sur les voies prolongeant ainsi certaines limitations de vitesse au-del�_ des dͩlais prͩvus. notamment sur Arras.
2013-04;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;614;613;1;111;0,998371336;0,001628664;0,180781759;0,819218241;1;Malgrͩ un temps de parcours relativement court entre ces deux gares, l'essentiel des trains assurant cette desserte sont origine de l'ouest ou du Nord de la France et ont donc parcouru une tr��s longue distance et souvent dͩj�_ accumulͩ du retard avant m�_me d'assurer cette desserte situͩe en fin de parcours du train.
2013-04;Sud-Est;LYON PART DIEU;MONTPELLIER;392;392;0;58;1;0;0,147959184;0,852040816;0;Malgrͩ un temps de parcours relativement court entre ces deux gares, l'essentiel des trains assurant cette desserte sont origine de l'ouest ou du Nord de la France et ont donc parcouru une tr��s longue distance et souvent dͩj�_ accumulͩ du retard avant m�_me d'assurer cette desserte situͩe en fin de parcours du train.
2013-04;Sud-Est;LYON PART DIEU;PARIS LYON;625;621;4;39;0,9936;0,0064;0,0624;0,9376;0;Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards.
2013-04;Nord;DUNKERQUE;PARIS NORD;85;85;0;9;1;0;0,105882353;0,894117647;0;Nombreux accidents de personnes et incidents d'installations techniques et ͩlectriques) rͩpartis sur l'ensemble du parcours.
2013-03;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;90;90;0;15;1;0;0,166666667;0,833333333;1;
2013-04;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;431;431;0;13;1;0;0,030162413;0,969837587;0;
2013-03;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;683;683;0;100;1;0;0,146412884;0,853587116;0;
2013-03;Sud-Est;AVIGNON TGV;PARIS LYON;329;328;1;46;0,996960486;0,003039514;0,139817629;0,860182371;0;
2013-04;Sud-Est;DIJON VILLE;PARIS LYON;452;452;0;29;1;0;0,064159292;0,935840708;0;
2013-03;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;425;425;0;87;1;0;0,204705882;0,795294118;1;Des ͩvͩnements avec de fortes rͩpercussions sur la circulation : acte de malveillance (dͩp͉t d'objet sur la voie) en amont de St-Pierre-des-Corps le 2 mars, incident sur la catͩnaire en amont de St-Pierre-des-Corps le 7 mars, panne d'un train de travaux sur la ligne �_ grande vitesse le 15 mars, rail cassͩ en amont de St-Pierre-des-Corps le 17 mars, restituation tardive de travaux sur la ligne �_ grande vitesse le 27 mars.
2013-03;Sud-Est;MULHOUSE VILLE;PARIS LYON;319;317;2;21;0,993730408;0,006269592;0,065830721;0,934169279;0;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Sud-Est;MONTPELLIER;PARIS LYON;366;365;1;34;0,99726776;0,00273224;0,092896175;0,907103825;0;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Sud-Est;PARIS LYON;NICE VILLE;159;157;2;26;0,987421384;0,012578616;0,163522013;0,836477987;1;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Sud-Est;ANNECY;PARIS LYON;137;137;0;9;1;0;0,065693431;0,934306569;0;La journͩe du 12 mars a ͩtͩ tr��s perturbͩe par les intempͩries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
2013-03;Est;NANTES;STRASBOURG;46;46;0;6;1;0;0,130434783;0,869565217;0;Les intempͩries (neige) du 12, 13 et 14 mars ont entrainͩ de nombreux et importants retards.
2013-03;Atlantique;PARIS MONTPARNASSE;QUIMPER;146;146;0;16;1;0;0,109589041;0,890410959;0;
2013-03;Atlantique;PARIS MONTPARNASSE;NANTES;581;581;0;31;1;0;0,053356282;0,946643718;0;
2013-03;Sud-Est;PARIS LYON;MULHOUSE VILLE;307;305;2;27;0,993485342;0,006514658;0,087947883;0,912052117;0;
2013-03;Est;PARIS EST;NANCY;295;294;1;23;0,996610169;0,003389831;0,077966102;0,922033898;0;
2013-04;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;665;665;0;49;1;0;0,073684211;0,926315789;0;Fin des travaux de nuit �_ Bordeaux retardant les TGV du matin, accident de personne �_ Poitiers, probl��me matͩriel sur le TGV 8412, acte de malveillance �_ Poitiers (gilet sur le fil d'alimentation ͩlectrique), panne d'un TER en ligne au nord de Bordeaux.
2014-06;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;185;168;17;31;0,908108108;0,091891892;0,167567568;0,832432432;1;
2014-06;Atlantique;PARIS MONTPARNASSE;LE MANS;423;362;61;54;0,855791962;0,144208038;0,127659574;0,872340426;0;
2014-05;Atlantique;NANTES;PARIS MONTPARNASSE;560;560;0;18;1;0;0,032142857;0,967857143;0;
2014-05;Sud-Est;MONTPELLIER;PARIS LYON;360;360;0;31;1;0;0,086111111;0,913888889;0;
2014-05;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;569;;0;41;0;0;0,072056239;0,927943761;0;
2014-05;Atlantique;PARIS MONTPARNASSE;VANNES;172;;0;9;0;0;0,052325581;0,947674419;0;
2014-05;Sud-Est;AVIGNON TGV;PARIS LYON;465;;0;79;0;0;0,169892473;0,830107527;1;
2014-05;Est;PARIS EST;METZ;300;;0;15;0;0;0,05;0,95;0;
2014-07;Sud-Est;PARIS LYON;NICE VILLE;255;255;0;42;1;0;0,164705882;0,835294118;1;Plusieurs incidents ont pertubͩ la circulation des TGV et provoquͩ des retards importants sur cette liaison : heurt de personnes le 6, le 13, le 29, dͩrangements d'installations suite �_ des orages le 6, le 20, le 25.
2014-07;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;628;626;2;147;0,996815287;0,003184713;0,234076433;0,765923567;1;Heurt de personnes le 6, le 13, le 29, installations en dͩrangement suite �_ des orages le 6, le 20, le 25.
2014-07;Atlantique;PARIS MONTPARNASSE;NANTES;523;523;0;34;1;0;0,06500956;0,93499044;0;
2014-07;Sud-Est;MULHOUSE VILLE;PARIS LYON;323;322;1;13;0,996904025;0,003095975;0,040247678;0,959752322;0;
2014-07;Sud-Est;LYON PART DIEU;PARIS LYON;531;530;1;28;0,998116761;0,001883239;0,052730697;0,947269303;0;
2014-07;Nord;LILLE;MARSEILLE ST CHARLES;122;122;0;23;1;0;0,18852459;0,81147541;1;
2014-07;Sud-Est;NIMES;PARIS LYON;382;382;0;71;1;0;0,185863874;0,814136126;1;
2014-07;Sud-Est;PARIS LYON;NIMES;373;373;0;42;1;0;0,112600536;0,887399464;0;
2014-07;Est;STRASBOURG;NANTES;50;50;0;8;1;0;0,16;0,84;1;
2014-07;Est;NANTES;STRASBOURG;51;51;0;9;1;0;0,176470588;0,823529412;1;
2014-06;Sud-Est;NICE VILLE;PARIS LYON;193;162;31;38;0,839378238;0,160621762;0,196891192;0,803108808;1;La circulation des TGV a ͩtͩ fortement perturbͩe par le mouvement social du 11 au 22 juin.
2014-06;Sud-Est;PARIS LYON;TOULON;192;171;21;48;0,890625;0,109375;0,25;0,75;1;La circulation des TGV a ͩtͩ fortement perturbͩe par le mouvement social du 11 au 22 juin.
2014-06;Sud-Est;NIMES;PARIS LYON;327;294;33;73;0,899082569;0,100917431;0,22324159;0,77675841;1;La circulation des TGV a ͩtͩ fortement perturbͩe par le mouvement social du 11 au 22 juin.
2014-06;Atlantique;PARIS MONTPARNASSE;ANGOULEME;296;235;61;20;0,793918919;0,206081081;0,067567568;0,932432432;0;
2014-06;Atlantique;PARIS MONTPARNASSE;NANTES;555;470;85;36;0,846846847;0,153153153;0,064864865;0,935135135;0;
2014-06;Sud-Est;PARIS LYON;LYON PART DIEU;570;516;54;27;0,905263158;0,094736842;0,047368421;0,952631579;0;
2014-06;Sud-Est;PARIS LYON;MULHOUSE VILLE;285;254;31;31;0,89122807;0,10877193;0,10877193;0,89122807;0;
2014-06;Atlantique;LYON PART DIEU;RENNES;32;23;9;3;0,71875;0,28125;0,09375;0,90625;0;
2014-06;Sud-Est;ANNECY;PARIS LYON;126;113;13;11;0,896825397;0,103174603;0,087301587;0,912698413;0;
2014-06;Nord;LILLE;PARIS NORD;587;527;60;69;0,897785349;0,102214651;0,117546848;0,882453152;0;
2014-06;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;197;172;25;23;0,873096447;0,126903553;0,116751269;0,883248731;0;La circulation des TGV a ͩtͩ fortement perturbͩe par le mouvement social du 11 au 22 juin.
2014-07;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;224;224;0;13;1;0;0,058035714;0,941964286;0;
2014-07;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;391;391;0;25;1;0;0,063938619;0,936061381;0;
2014-06;Sud-Est;PARIS LYON;BELLEGARDE (AIN);204;185;19;29;0,906862745;0,093137255;0,142156863;0,857843137;0;
2014-07;Atlantique;PARIS MONTPARNASSE;LAVAL;224;224;0;21;1;0;0,09375;0,90625;0;
2014-07;Sud-Est;DIJON VILLE;PARIS LYON;471;470;1;36;0,997876858;0,002123142;0,076433121;0,923566879;0;
2014-07;Sud-Est;GRENOBLE;PARIS LYON;189;188;1;17;0,994708995;0,005291005;0,08994709;0,91005291;0;
2014-07;Nord;LILLE;LYON PART DIEU;217;217;0;16;1;0;0,073732719;0,926267281;0;
2014-07;Nord;PARIS NORD;DUNKERQUE;135;135;0;9;1;0;0,066666667;0,933333333;0;
2014-07;Nord;PARIS NORD;DOUAI;168;168;0;20;1;0;0,119047619;0,880952381;0;
2014-04;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;231;230;1;10;0,995670996;0,004329004;0,043290043;0,956709957;0;
2014-04;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;5;5;0;0;1;0;0;1;0;
2014-04;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;271;271;0;37;1;0;0,136531365;0,863468635;0;
2014-04;Atlantique;TOURS;PARIS MONTPARNASSE;203;203;0;8;1;0;0,039408867;0,960591133;0;
2014-04;Sud-Est;PARIS LYON;TOULON;193;193;0;32;1;0;0,165803109;0,834196891;1;
2014-04;Sud-Est;PARIS LYON;ANNECY;153;153;0;10;1;0;0,065359477;0,934640523;0;
2014-04;Est;STRASBOURG;PARIS EST;464;464;0;36;1;0;0,077586207;0,922413793;0;
2014-05;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;201;;0;23;0;0;0,114427861;0,885572139;0;
2014-05;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;431;;0;65;0;0;0,150812065;0,849187935;1;
2014-05;Atlantique;BREST;PARIS MONTPARNASSE;173;;0;5;0;0;0,028901734;0,971098266;0;
2014-04;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;552;551;1;92;0,998188406;0,001811594;0,166666667;0,833333333;1;
2014-04;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;477;477;0;43;1;0;0,090146751;0,909853249;0;
2014-04;Atlantique;ANGOULEME;PARIS MONTPARNASSE;320;320;0;21;1;0;0,065625;0,934375;0;
2014-04;Atlantique;PARIS MONTPARNASSE;NANTES;537;537;0;27;1;0;0,05027933;0,94972067;0;
2014-04;Sud-Est;LYON PART DIEU;MONTPELLIER;387;387;0;59;1;0;0,15245478;0,84754522;1;
2014-04;Sud-Est;MONTPELLIER;PARIS LYON;357;357;0;31;1;0;0,086834734;0,913165266;0;
2014-04;Sud-Est;NICE VILLE;PARIS LYON;214;214;0;35;1;0;0,163551402;0,836448598;1;
2014-04;Sud-Est;ANNECY;PARIS LYON;136;136;0;9;1;0;0,066176471;0,933823529;0;
2014-04;Est;NANTES;STRASBOURG;55;55;0;2;1;0;0,036363636;0,963636364;0;
2014-04;Est;PARIS EST;NANCY;284;284;0;9;1;0;0,031690141;0,968309859;0;
2014-09;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;457;457;0;32;1;0;0,070021882;0,929978118;0;
2014-09;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;635;632;3;53;0,995275591;0,004724409;0,083464567;0,916535433;0;
2014-09;Sud-Est;GRENOBLE;PARIS LYON;239;239;0;25;1;0;0,10460251;0,89539749;0;
2014-09;Nord;ARRAS;PARIS NORD;334;334;0;44;1;0;0,131736527;0,868263473;0;
2014-05;Nord;LYON PART DIEU;LILLE;252;;0;48;0;0;0,19047619;0,80952381;1;Agression d'un agent �_ Lyon le 2, dͩrangement d'installations �_ Marseille le 5 et �_ Valence le 16, incident catͩnaire �_ Lyon le 6, accident de personne �_ Upie le 11, �_ Valence le 21 et �_ Oignies le 26, heurt d'animal �_ Allan le 11 et �_ Bonlieu le 19. Nombreuses limitations de vitesse suite �_ des travaux, notamment �_ Cesseins, TGV Haute Picardie et Marseille.
2014-05;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;462;;0;19;0;0;0,041125541;0,958874459;0;
2014-05;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;646;;1;126;0;0,001547988;0,19504644;0,80495356;1;
2014-05;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;463;;0;41;0;0;0,088552916;0,911447084;0;
2014-05;Atlantique;PARIS MONTPARNASSE;LAVAL;230;;0;6;0;0;0,026086957;0,973913043;0;
2014-05;Sud-Est;PARIS LYON;LYON PART DIEU;599;;0;5;0;0;0,008347245;0,991652755;0;
2014-05;Nord;LILLE;MARSEILLE ST CHARLES;124;;0;23;0;0;0,185483871;0,814516129;1;
2014-05;Sud-Est;GRENOBLE;PARIS LYON;229;;1;12;0;0,004366812;0,052401747;0,947598253;0;
2014-05;Nord;DUNKERQUE;PARIS NORD;114;;0;3;0;0;0,026315789;0,973684211;0;
2014-05;Nord;DOUAI;PARIS NORD;198;;0;20;0;0;0,101010101;0,898989899;0;
2014-08;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;261;261;0;40;1;0;0,153256705;0,846743295;1;En ao�_t, la rͩgularitͩ des TGV entre Paris et la Mͩditerranͩe a ͩtͩ fortement impactͩe par 8 accidents de personnes et par un acte de malveillance pr��s du Creusot.
2014-08;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;154;154;0;24;1;0;0,155844156;0,844155844;1;
2014-08;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;92;92;0;12;1;0;0,130434783;0,869565217;0;
2014-09;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;426;426;0;59;1;0;0,138497653;0,861502347;0;
2014-08;Atlantique;POITIERS;PARIS MONTPARNASSE;505;505;0;29;1;0;0,057425743;0,942574257;0;
2014-08;Atlantique;PARIS MONTPARNASSE;ST MALO;60;60;0;1;1;0;0,016666667;0,983333333;0;
2014-08;Atlantique;PARIS MONTPARNASSE;RENNES;556;556;0;28;1;0;0,050359712;0,949640288;0;
2014-08;Est;STRASBOURG;PARIS EST;463;462;1;31;0,997840173;0,002159827;0,066954644;0,933045356;0;
2014-08;Est;STRASBOURG;NANTES;50;50;0;5;1;0;0,1;0,9;0;
2014-03;Nord;LYON PART DIEU;LILLE;247;247;0;50;1;0;0,20242915;0,79757085;1;Dͩfaut d'alimentation ͩlectrique �_ Montanay le 01. Agression d'un agent �_ Lyon impactant les 01 et 02. Vol de c͢bles aux Mazes le 01 et �_ Lille le 29. Probl��me matͩriel �_ Arsy le 02. Heurt d'un animal �_ St Georges d'Espͩranche le 13 et �_ Cluny le 21. Dͩrangement d'installations au Creusot du 16 au 18 et �_ Macon le 24. Accident de personne �_ Aix le 17 et �_ Vallauris le 21. Incendie dans le tunnel de Marseille le 26. Nombreuses limitations de vitesse pour travaux, notamment �_ Lapalud les 12, 13 et 14.
2014-03;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;441;441;0;37;1;0;0,083900227;0,916099773;0;
2014-03;Atlantique;ANGOULEME;PARIS MONTPARNASSE;328;327;1;39;0,99695122;0,00304878;0,118902439;0,881097561;0;
2014-03;Atlantique;RENNES;PARIS MONTPARNASSE;574;574;0;30;1;0;0,052264808;0,947735192;0;
2014-03;Sud-Est;PARIS LYON;MONTPELLIER;326;326;0;30;1;0;0,09202454;0,90797546;0;
2014-03;Sud-Est;MONTPELLIER;PARIS LYON;336;336;0;33;1;0;0,098214286;0,901785714;0;
2014-03;Sud-Est;PARIS LYON;NIMES;326;326;0;28;1;0;0,085889571;0,914110429;0;
2014-03;Nord;PARIS NORD;LILLE;625;624;1;29;0,9984;0,0016;0,0464;0,9536;0;
2014-03;Est;STRASBOURG;NANTES;41;41;0;4;1;0;0,097560976;0,902439024;0;
2014-03;Est;PARIS EST;REIMS;216;216;0;9;1;0;0,041666667;0,958333333;0;
2014-07;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;92;92;0;17;1;0;0,184782609;0,815217391;1;Le 9 la panne d'un train �_ Marcoussis, sur la Ligne �_ Grande Vitesse, retarde 28 TGV de 8min �_ 1h35. Le 10 un acte de malveillance affectant un train �_ St Lͩger, sur la Ligne �_ Grande Vitesse, retarde 43 TGV de 14min �_ 4h30, le 20 un arbre sur la voie suite aux intempͩries entre Angoul�_me & Mouthiers retarde 16 TGV de 14min �_ 3h25.
2014-08;Sud-Est;AVIGNON TGV;PARIS LYON;524;524;0;89;1;0;0,169847328;0,830152672;1;En ao�_t, la rͩgularitͩ des TGV entre Paris et la Mͩditerranͩe a ͩtͩ fortement impactͩe par 8 accidents de personnes et par un acte de malveillance pr��s du Creusot.
2014-07;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;275;275;0;21;1;0;0,076363636;0,923636364;0;
2014-07;Atlantique;PARIS MONTPARNASSE;ST MALO;59;59;0;3;1;0;0,050847458;0,949152542;0;
2014-07;Atlantique;VANNES;PARIS MONTPARNASSE;151;151;0;15;1;0;0,099337748;0,900662252;0;
2014-07;Atlantique;PARIS MONTPARNASSE;VANNES;195;195;0;9;1;0;0,046153846;0,953846154;0;
2014-07;Sud-Est;BELLEGARDE (AIN);PARIS LYON;172;172;0;18;1;0;0,104651163;0,895348837;0;
2014-07;Sud-Est;ANNECY;PARIS LYON;117;117;0;10;1;0;0,085470085;0,914529915;0;
2014-07;Est;STRASBOURG;PARIS EST;455;454;1;62;0,997802198;0,002197802;0,136263736;0,863736264;0;
2012-06;Est;NANCY;PARIS EST;290;290;0;14;1;0;0,048275862;0,951724138;0;
2012-06;Est;PARIS EST;NANCY;286;286;0;12;1;0;0,041958042;0,958041958;0;
2012-06;Est;PARIS EST;REIMS;243;243;0;19;1;0;0,0781893;0,9218107;0;
2012-09;Nord;MARSEILLE ST CHARLES;LILLE;125;125;0;16;1;0;0,128;0,872;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-09;Nord;LILLE;LYON PART DIEU;300;300;0;25;1;0;0,083333333;0,916666667;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-09;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;199;198;1;29;0,994974874;0,005025126;0,145728643;0,854271357;0;
2012-09;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;577;576;1;71;0,998266898;0,001733102;0,12305026;0,87694974;0;
2012-08;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;248;248;0;43;1;0;0,173387097;0,826612903;1;
2012-08;Atlantique;QUIMPER;PARIS MONTPARNASSE;143;143;0;7;1;0;0,048951049;0,951048951;0;
2012-09;Sud-Est;LYON PART DIEU;MONTPELLIER;364;364;0;50;1;0;0,137362637;0,862637363;0;
2012-09;Atlantique;BREST;PARIS MONTPARNASSE;172;172;0;6;1;0;0,034883721;0,965116279;0;
2012-08;Sud-Est;ANNECY;PARIS LYON;205;205;0;7;1;0;0,034146341;0,965853659;0;
2012-08;Nord;PARIS NORD;ARRAS;359;359;0;33;1;0;0,091922006;0,908077994;0;
2012-07;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;445;445;0;49;1;0;0,11011236;0,88988764;0;Le 5 juillet, le train 810900 subit une panne et g��ne la circulation des trains qui le suivent. Le TGV 8300 arrive �_ Paris Montparnasse avec 30 minutes de retard.
