Data;Direttrice;Partenza;Arrivo;NumeroTreniProgrammati;NumeroTreniCircolanti;NumeroTreniAnnullati;NumeroTreniInritardo;PercentualeTreniCircolanti;PercentualeTreniAnnullati;PercentualeTreniInritardo ;IndiceRegolarita;RisarcUtenti;note
2016-05;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;444;444;0;38;1;0;0,085585586;0,914414414;0;Mois marquͩ par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations
2016-05;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;412;412;0;36;1;0;0,087378641;0,912621359;0;
2016-05;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;417;417;0;17;1;0;0,040767386;0,959232614;0;
2016-05;Atlantique;PARIS MONTPARNASSE;ST MALO;102;102;0;8;1;0;0,078431373;0,921568627;0;
2016-05;Nord;PARIS NORD;DUNKERQUE;245;244;1;11;0,995918367;0,004081633;0,044897959;0,955102041;0;
2016-05;Nord;DOUAI;PARIS NORD;197;197;0;19;1;0;0,096446701;0,903553299;0;
2016-05;Nord;ARRAS;PARIS NORD;313;313;0;32;1;0;0,102236422;0,897763578;0;
2016-04;Atlantique;ST MALO;PARIS MONTPARNASSE;96;96;0;8;1;0;0,083333333;0,916666667;0;"Ce mois-ci, l'OD a ͩtͩ touchͩe par:
Le 04 : Panne d_��un train TER au Mans (21 TGV ; 479mn)
Le 04 : Accident de personne �_ Rungis (28 TGV ; 1243mn)
Le 05 : Invasion de la gare de Rennes par des manifestants (20 TGV ; 787mn)
Le 07 : Panne d_��un train TER au Mans (25 TGV ; 597mn)
Le 11 : Panne d_��un train TER �_ Monts�_rs (11 TGV ; 208mn)
Le 12 : Restitution tardive de travaux �_ Sillͩ-le-Guillaume (12 TGV ; 362mn)
Le 14 : Disjonctions multiples sur la ligne grande vitesse (61 TGV ; 2054mn)
Le 20 : Avarie matͩrielle en sortie de gare Montparnasse (11 TGV ; 263mn)
Le 23 : Panne d_��un train TER �_ Laval (13 TGV ; 717mn)
Le 26 : Gr��ve nationale"
2016-04;Atlantique;QUIMPER;PARIS MONTPARNASSE;208;208;0;19;1;0;0,091346154;0,908653846;0;"Ce mois-ci, l'OD a ͩtͩ touchͩe par:
Le 04 : Panne d_��un train TER au Mans (21 TGV ; 479mn)
Le 04 : Accident de personne �_ Rungis (28 TGV ; 1243mn)
Le 05 : Invasion de la gare de Rennes par des manifestants (20 TGV ; 787mn)
Le 07 : Panne d_��un train TER au Mans (25 TGV ; 597mn)
Le 11 : Panne d_��un train TER �_ Monts�_rs (11 TGV ; 208mn)
Le 12 : Restitution tardive de travaux �_ Sillͩ-le-Guillaume (12 TGV ; 362mn)
Le 14 : Disjonctions multiples sur la ligne grande vitesse (61 TGV ; 2054mn)
Le 20 : Avarie matͩrielle en sortie de gare Montparnasse (11 TGV ; 263mn)
Le 23 : Panne d_��un train TER �_ Laval (13 TGV ; 717mn)
Le 26 : Gr��ve nationale"
2016-04;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;114;114;0;23;1;0;0,201754386;0,798245614;1;"Ce mois-ci, l'OD a ͩtͩ touchͩe par:
Le 04 : Accident de personne �_ Rungis (28 TGV ; 1243mn)
Le 10 : dͩrangement d_��installation �_ Ruffec (22 TGV ; 262mn)
Le 14 : fuite de mati��res dangereuses �_ Angoul�_me (17 TGV ; 735mn)
Le 14 : Disjonctions multiples sur la ligne grande vitesse (61 TGV ; 2054mn)
Le 20 : Avarie matͩrielle en sortie de gare Montparnasse (11 TGV ; 263mn)
Le 22 : Panne d_��un train de travaux �_ Luxͩ (47 TGV ; 1369mn)
Le 26 : gr��ve nationale
Le 29 : Choc anormal au niveau de Bassens (19 TGV ; 430mn)"
2016-04;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;424;424;0;22;1;0;0,051886792;0,948113208;0;"Ce mois-ci, l'OD a ͩtͩ touchͩe par:
Le 04 : Accident de personne �_ Rungis (28 TGV ; 1243mn)
Le 05 : Invasion de la gare de Nantes par des manifestants (22 TGV ; 368mn)
Le 07 : Panne d_��un train TER au Mans (25 TGV ; 597mn)
Le 10 : Chute d_��un arbre sur la catͩnaire vers la Suze (22 TGV ; 706mn)
Le 14 : Disjonctions multiples sur la ligne grande vitesse (61 TGV ; 2054mn)
Le 20 : Avarie matͩrielle en sortie de gare Montparnasse (11 TGV ; 263mn)
Le 26 : Gr��ve nationale"
2016-04;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;153;153;0;28;1;0;0,183006536;0,816993464;1;
2016-04;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;278;278;0;8;1;0;0,028776978;0,971223022;0;
2016-04;Atlantique;PARIS MONTPARNASSE;ST MALO;98;98;0;7;1;0;0,071428571;0,928571429;0;
2016-04;Atlantique;LAVAL;PARIS MONTPARNASSE;231;231;0;28;1;0;0,121212121;0,878787879;0;
2016-04;Sud-Est;PARIS LYON;LYON PART DIEU;597;597;0;16;1;0;0,02680067;0,97319933;0;
2016-04;Nord;DUNKERQUE;PARIS NORD;251;251;0;15;1;0;0,059760956;0,940239044;0;
2016-05;Atlantique;LYON PART DIEU;RENNES;85;85;0;14;1;0;0,164705882;0,835294118;1;"Cette liaison a ͩtͩ ralentie par d'importantes zones de travaux dans le secteur de Rennes .
Par ailleurs, elle a ͩtͩ touchͩe par:
Le 10: la prͩsence de personnes dans les voies �_ Rennes (14 TGV pour 495min perdues) et un accident de personne survenu pr��s de Lyon (67 TGV pour 3979min perdues);
Le 15 : un dͩrangement d'installation au Mans (41 TGV pour 690min perdues);
Le 17: un accident de personne en Seine et Marne (88 TGV pour 3644min perdues;
Le 27: la prͩsence d'une personne dans les voies �_ Massy en rͩgion parisienne (27 TGV pour 455min perdues)
Le 29 : un dͩrangement des installations ͩn rͩgion parisienne (35 TGV pour 1508min perdues).
Le 31: un arbre sur la catͩnaire �_ La Milesse (44 TGV pour 1721min perdues) et un accident de personne au Mans (10 TGV pour 226min perdues)."
2016-05;Est;NANTES;STRASBOURG;51;51;0;6;1;0;0,117647059;0,882352941;0;Accident de personne les 28 et 31/05 + dͩrangement d'installation les 12, 17 et 27/05 + dͩfaillance du matͩriel le 10/05
2016-06;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;191;191;0;54;1;0;0,282722513;0,717277487;1;accident de personne entre le creusot et macon
2016-06;Sud-Est;BELLEGARDE (AIN);PARIS LYON;193;193;0;34;1;0;0,176165803;0,823834197;1;prͩsence de personne dans les voies (manifestants)
2016-06;Sud-Est;PARIS LYON;ANNECY;119;119;0;8;1;0;0,067226891;0,932773109;0;prͩsence de personne dans les voies (manifestants)
2016-06;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;111;111;0;11;1;0;0,099099099;0,900900901;0;
2016-06;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;154;153;1;20;0,993506494;0,006493506;0,12987013;0,87012987;0;
2016-06;Sud-Est;PARIS LYON;MULHOUSE VILLE;260;260;0;35;1;0;0,134615385;0,865384615;0;
2016-05;Nord;DUNKERQUE;PARIS NORD;236;236;0;17;1;0;0,072033898;0,927966102;0;
2016-06;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;513;513;0;111;1;0;0,216374269;0,783625731;1;"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie �_ Massy (25 TGV ; 701mn)
Le 9 : Une avarie catͩnaire sur la ligne grande vitesse �_ St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dͩrangement d_��aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : un dͩrangement d_��installation suite �_ malveillance au nord de Poitiers (13 TGV ; 267mn)
Le 17 : Une rupture catͩnaire vers Coutras (15 TGV ; 434mn)
Le 22 : Une limitation de vitesse liͩe aux fortes chaleurs �_ Poitiers (15 TGV ; 212mn)
Tout le mois : une rͩduction de vitesse inopinͩe et non prise en compte dans les marches des trains �_ Ruffec (266 TGV ; 1716mn)"
2016-06;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;387;387;0;80;1;0;0,206718346;0,793281654;1;"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie �_ Massy (25 TGV ; 701mn)
Le 9 : Une avarie catͩnaire sur la ligne grande vitesse �_ St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dͩrangement d_��aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 30 : Un dͩrangement d_��aiguillage au Mans (16 TGV ; 387mn)
Le 30 : Une avarie catͩnaire au Mans (15 TGV ; 505mn)"
2016-06;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;253;253;0;38;1;0;0,150197628;0,849802372;1;prͩsence de personne dans les voies (manifestants)
2016-06;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;212;212;0;46;1;0;0,216981132;0,783018868;1;prͩsence de personne dans les voies (manifestants)
2016-06;Sud-Est;PARIS LYON;PERPIGNAN;153;152;1;42;0,993464052;0,006535948;0,274509804;0,725490196;1;prͩsence de personne dans les voies (manifestants)
2016-06;Atlantique;POITIERS;PARIS MONTPARNASSE;364;364;0;44;1;0;0,120879121;0,879120879;0;
2016-06;Atlantique;BREST;PARIS MONTPARNASSE;193;190;3;22;0,984455959;0,015544041;0,113989637;0,886010363;0;
2016-06;Atlantique;PARIS MONTPARNASSE;LAVAL;196;196;0;20;1;0;0,102040816;0,897959184;0;
2016-06;Atlantique;LAVAL;PARIS MONTPARNASSE;223;223;0;25;1;0;0,112107623;0,887892377;0;
2016-06;Sud-Est;MULHOUSE VILLE;PARIS LYON;263;263;0;27;1;0;0,102661597;0,897338403;0;
2016-06;Nord;PARIS NORD;DOUAI;188;187;1;38;0,994680851;0,005319149;0,20212766;0,79787234;1;"Mois de juin  particuli��rement marquͩ par : 
- la panne d'un TGV Eurostar sur la ligne �_ grande vitesse le 24
- Un rail cassͩ �_ St-Denis le 27
- Quelques dͩrangements d'installations
- Une tension sur le parc matͩriel TGV entrainant des retards en gare"
2016-06;Nord;ARRAS;PARIS NORD;293;291;2;59;0,993174061;0,006825939;0,201365188;0,798634812;1;"Mois de juin  particuli��rement marquͩ par : 
- la panne d'un TGV Eurostar sur la ligne �_ grande vitesse le 24
- Un rail cassͩ �_ St-Denis le 27
- Quelques dͩrangements d'installations
- Une tension sur le parc matͩriel TGV entrainant des retards en gare"
2016-07;Sud-Est;BELLEGARDE (AIN);PARIS LYON;226;226;0;15;1;0;0,066371681;0,933628319;0;Nombreuses dͩfaillances matͩriels
2016-07;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;180;180;0;13;1;0;0,072222222;0,927777778;0;
2016-07;Sud-Est;PARIS LYON;AVIGNON TGV;529;529;0;54;1;0;0,102079395;0,897920605;0;
2016-07;Est;PARIS EST;STRASBOURG;465;463;2;31;0,995698925;0,004301075;0,066666667;0,933333333;0;
2016-06;Nord;PARIS NORD;DUNKERQUE;232;232;0;43;1;0;0,185344828;0,814655172;1;
2016-07;Est;PARIS EST;NANCY;284;284;0;14;1;0;0,049295775;0,950704225;0;
2016-07;Est;NANCY;PARIS EST;223;223;0;12;1;0;0,053811659;0,946188341;0;
2016-07;Est;REIMS;PARIS EST;129;129;0;8;1;0;0,062015504;0,937984496;0;
2016-08;Atlantique;RENNES;LYON PART DIEU;109;108;1;10;0,990825688;0,009174312;0,091743119;0,908256881;0;"Ce mois-ci l'OD a ͩtͩ touchͩe par plusieurs incidents:
Le 9 : heurt d_��un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Dͩfaillance matͩrielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 18: dͩrangement d'installation �_ Lyon Part Dieu (16 TGV; 459mn)
Le 26 : consͩquences des fortes chaleurs �_ Connerrͩ (18 TGV ; 263mn)
Le 26 : heurt d_��un vͩhicule �_ St Pierre la Cour (69 TGV ; 4398mn)
Le 31 : Dͩbut d_��incendie sur un TER �_ Neau (16 TGV ; 355mn)
Le 31 : dͩrangement d_��installation sur la ligne grande vitesse (St Lͩger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerrͩ et Le Mans et �_ Rennes dues aux fortes chaleurs"
2016-08;Atlantique;LYON PART DIEU;RENNES;82;82;0;17;1;0;0,207317073;0,792682927;1;"Ce mois-ci l'OD a ͩtͩ touchͩe par plusieurs incidents:
Le 9 : heurt d_��un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Dͩfaillance matͩrielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 18: dͩrangement d'installation �_ Lyon Part Dieu (16 TGV; 459mn)
Le 26 : consͩquences des fortes chaleurs �_ Connerrͩ (18 TGV ; 263mn)
Le 26 : heurt d_��un vͩhicule �_ St Pierre la Cour (69 TGV ; 4398mn)
Le 31 : Dͩbut d_��incendie sur un TER �_ Neau (16 TGV ; 355mn)
Le 31 : dͩrangement d_��installation sur la ligne grande vitesse (St Lͩger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerrͩ et Le Mans et �_ Rennes dues aux fortes chaleurs"
2016-08;Nord;LILLE;MARSEILLE ST CHARLES;214;214;0;31;1;0;0,144859813;0,855140187;0;
2016-08;Est;NANTES;STRASBOURG;55;55;0;3;1;0;0,054545455;0,945454545;0;
2016-08;Nord;LILLE;PARIS NORD;455;455;0;53;1;0;0,116483516;0,883516484;0;
2011-09;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;180;180;0;26;1;0;0,144444444;0,855555556;0;
2011-09;Sud-Est;PARIS LYON;DIJON VILLE;411;411;0;25;1;0;0,060827251;0,939172749;0;
2011-09;Nord;DOUAI;PARIS NORD;132;132;0;11;1;0;0,083333333;0,916666667;0;
2012-10;Atlantique;LE MANS;PARIS MONTPARNASSE;479;478;1;96;0,997912317;0,002087683;0,200417537;0,799582463;1;De nombreux chantiers ont eu lieu en octobre en amont du Mans gͩnͩrant par leur densitͩ des retards sur les trains en raison de la rͩduction de la vitesse de circulation de ces derniers dans les zones de chantiers. Par ailleurs un nombre important d'ͩvͩnements ont un fort impact sur la rͩgularitͩ : probl��me de signalisation ferroviaire, accident de personne, branche tombͩe sur le fil d'alimentation ͩlectrique (catͩnaire) suite �_ mauvaise manipulation d'une entreprise d'ͩlagage impliquant la nͩcessitͩ de stopper la circulations des trains.
2012-09;Nord;ARRAS;PARIS NORD;328;327;1;36;0,99695122;0,00304878;0,109756098;0,890243902;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-10;Sud-Est;MONTPELLIER;LYON PART DIEU;371;363;8;74;0,978436658;0,021563342;0,199460916;0,800539084;1;Intempͩries en fin de mois et trois accidents de personne.
2012-10;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;221;220;1;22;0,995475113;0,004524887;0,099547511;0,900452489;0;
2012-10;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;215;214;1;26;0,995348837;0,004651163;0,120930233;0,879069767;0;
2012-10;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;447;443;4;30;0,991051454;0,008948546;0,067114094;0,932885906;0;
2012-10;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;411;411;0;55;1;0;0,133819951;0,866180049;0;
2012-10;Atlantique;PARIS MONTPARNASSE;BREST;158;157;1;5;0,993670886;0,006329114;0,03164557;0,96835443;0;
2012-09;Atlantique;TOURS;PARIS MONTPARNASSE;197;197;0;12;1;0;0,060913706;0,939086294;0;
2012-09;Est;STRASBOURG;PARIS EST;461;459;2;66;0,995661605;0,004338395;0,143167028;0,856832972;0;
2012-09;Nord;LILLE;MARSEILLE ST CHARLES;147;147;0;20;1;0;0,136054422;0,863945578;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-09;Nord;LYON PART DIEU;LILLE;269;269;0;40;1;0;0,148698885;0,851301115;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-09;Nord;PARIS NORD;DUNKERQUE;139;139;0;10;1;0;0,071942446;0,928057554;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-09;Nord;PARIS NORD;LILLE;591;591;0;56;1;0;0,094754653;0,905245347;0;Circulation fortement dͩgradͩe le 3 septembre par un incident important qui s'est produit sur la ligne �_ grande vitesse au niveau de la gare d'Arras (incident touchant les installations catͩnaires avec de lourdes consͩquences en termes de retard sur les trains).
2012-09;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;200;200;0;80;1;0;0,4;0,6;1;Une zone de travaux de renouvellement de la voie fait perdre �_ l'ensemble des TGV environ 5 min juste avant leur arrivͩe au Creusot.
2012-09;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;587;587;0;123;1;0;0,209540034;0,790459966;1;Fragilitͩ de cette liaison liͩe �_ la longueur du parcours des trains assurant cette desserte.
2012-09;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;208;208;0;20;1;0;0,096153846;0,903846154;0;
2012-09;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;217;217;0;14;1;0;0,064516129;0,935483871;0;
2012-09;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;424;424;0;20;1;0;0,047169811;0,952830189;0;
2012-09;Sud-Est;DIJON VILLE;PARIS LYON;441;441;0;29;1;0;0,065759637;0,934240363;0;
2012-11;Atlantique;POITIERS;PARIS MONTPARNASSE;494;493;1;100;0,997975709;0,002024291;0,20242915;0,79757085;1;Importants travaux de raccordement de la ligne �_ grande vitesse Sud-Europe-Atlantique �_ la ligne classique entre Bordeaux et Tours ainsi que des travaux de rͩgͩnͩration des voies de la ligne �_ grande vitesse atlantique entre Courtalain et Vend͉me.
2012-11;Sud-Est;PARIS LYON;TOULON;201;201;0;35;1;0;0,174129353;0,825870647;1;D'importantes phases de travaux d'amͩlioration de l'infrastructure sur le tron�_on Marseille Toulon nͩcessitent la mise en place de limitations de vitesse qui rͩduisent la fluiditͩ des circulations.
2012-11;Est;STRASBOURG;NANTES;57;57;0;10;1;0;0,175438596;0,824561404;1;Rͩgularitͩ des trains fortement perturbͩe par la rͩduction de la vitesse des TGV en aval d'Angers suite �_ l'affaisement de la voie causͩe par des intempͩries.
2012-11;Sud-Est;PARIS LYON;BELLEGARDE (AIN);256;256;0;73;1;0;0,28515625;0,71484375;1;La ligne du Haut Bugey a ͩtͩ particuli��rement impactͩe par les intempͩries de la fin du mois.
2012-11;Atlantique;PARIS MONTPARNASSE;ST MALO;56;56;0;1;1;0;0,017857143;0,982142857;0;
2012-11;Sud-Est;BELLEGARDE (AIN);PARIS LYON;252;252;0;47;1;0;0,186507937;0,813492063;1;
2012-11;Atlantique;TOURS;PARIS MONTPARNASSE;204;204;0;21;1;0;0,102941176;0,897058824;0;
2012-11;Atlantique;PARIS MONTPARNASSE;TOURS;199;199;0;14;1;0;0,070351759;0,929648241;0;
2012-11;Sud-Est;MULHOUSE VILLE;PARIS LYON;302;302;0;25;1;0;0,082781457;0,917218543;0;
2012-11;Sud-Est;ANNECY;PARIS LYON;195;195;0;19;1;0;0,097435897;0,902564103;0;
2012-11;Nord;LILLE;LYON PART DIEU;300;300;0;51;1;0;0,17;0,83;1;Liaison impactͩe principalement par des ͩvͩnements externes (vols de c͢ble et accidents de personne) mais aussi par des dͩrangements des installations au sol et quelques difficultͩs liͩes au matͩriel.
2012-11;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;471;471;0;115;1;0;0,244161359;0,755838641;1;Rͩgularitͩ des trains fortement perturbͩe par la rͩduction de la vitesse des TGV en aval d'Angers suite �_ l'affaisement de la voie causͩe par des intempͩries.
2012-11;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;198;198;0;32;1;0;0,161616162;0,838383838;1;
2012-11;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;217;217;0;30;1;0;0,138248848;0,861751152;0;
2012-11;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;500;500;0;56;1;0;0,112;0,888;0;
2012-11;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;400;400;0;66;1;0;0,165;0,835;1;
2012-11;Sud-Est;PARIS LYON;DIJON VILLE;443;443;0;33;1;0;0,074492099;0,925507901;0;
2012-11;Sud-Est;PARIS LYON;MACON LOCHE;173;173;0;25;1;0;0,144508671;0,855491329;0;
2012-11;Nord;PARIS NORD;DUNKERQUE;153;153;0;6;1;0;0,039215686;0,960784314;0;
2013-12;Nord;MARSEILLE ST CHARLES;LILLE;123;123;0;36;1;0;0,292682927;0,707317073;1;Mois de dͩcembre principalement marquͩ par des actes de malveillance (c͢bles coupͩs �_ Sainghin le 2 et individus dans les voies �_ Roissy les 12 et 21), des dͩfauts d'alimentation ͩlectriques (Beugnatre le 3, Avelin le 5, Vemars le 13 et Lyon St Exupͩry le 20) et des accidents de personnes ou d'animaux (Montpellier le 3, Chevreuil �_ Crisenoy le 5 et Lunel le 29). Un mois ͩgalement marquͩ par la dͩcouverte d'un fontis �_ Combles le 18 et surtout un ͩpisode venteux juste avant le jour de No��l entra͌nant principalement des chutes d'abres sur la catͩnaire.
2013-11;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;248;247;1;54;0,995967742;0,004032258;0,217741935;0,782258065;1;Les intempͩries ayant touchͩ la rͩgion lyonnaise les 20, 21 et 22 novembre ont provoquͩ des retards importants sur l'Axe TGV Sud Est.
2013-11;Sud-Est;AVIGNON TGV;PARIS LYON;379;379;0;78;1;0;0,205804749;0,794195251;1;Les intempͩries ayant touchͩ la rͩgion lyonnaise les 20, 21 et 22 novembre ont provoquͩ des retards importants sur l'Axe TGV Sud Est.
2013-11;Sud-Est;TOULON;PARIS LYON;249;249;0;51;1;0;0,204819277;0,795180723;1;Les intempͩries ayant touchͩ la rͩgion lyonnaise les 20, 21 et 22 novembre ont provoquͩ des retards importants sur l'Axe TGV Sud Est.
2013-12;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;221;221;0;23;1;0;0,104072398;0,895927602;0;
2013-12;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;224;220;4;10;0,982142857;0,017857143;0,044642857;0,955357143;0;
2013-12;Atlantique;PARIS MONTPARNASSE;BREST;195;194;1;8;0,994871795;0,005128205;0,041025641;0,958974359;0;
2013-11;Sud-Est;PARIS LYON;AVIGNON TGV;383;383;0;55;1;0;0,143603133;0,856396867;0;
2013-11;Est;STRASBOURG;PARIS EST;445;445;0;62;1;0;0,139325843;0,860674157;0;
2013-12;Nord;PARIS NORD;LILLE;591;591;0;64;1;0;0,108291032;0,891708968;0;
2013-10;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;653;652;1;89;0,998468606;0,001531394;0,136294028;0,863705972;0;�_vͩnements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : prͩsence de ballast sur les rails, arbre tombͩ aux abords de la voie avec endommagement du pantographe d'un train (bras mͩcanique permettant l'alimentation ͩlectrique du train), incident catͩnaire �_ l'arrivͩe sur Paris, accident de personne, heurts d'animaux, probl��me d'alimentation de la catͩnaire.
2013-10;Atlantique;VANNES;PARIS MONTPARNASSE;175;174;1;20;0,994285714;0,005714286;0,114285714;0,885714286;0;�_vͩnements occasionnanrt des retards sur des TGV, souvent dans les deux sens de circulations : le 13 octobre, heurt d_��un chevreuil �_ Dollon (72) et incident catͩnaire �_ Marcoussis (91).
2013-10;Sud-Est;NICE VILLE;PARIS LYON;198;197;1;41;0,994949495;0,005050505;0,207070707;0,792929293;1;Travaux de rͩnovation de l'infrastructure sur la ligne �_ grande Vitesse et sur le tron�_on Marseille-Nice.
2013-10;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;116;116;0;13;1;0;0,112068966;0,887931034;0;Travaux de rͩnovation de l'infrastructure.
2013-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;479;479;0;29;1;0;0,060542797;0,939457203;0;
2013-10;Nord;MARSEILLE ST CHARLES;LILLE;63;63;0;9;1;0;0,142857143;0,857142857;0;
2013-10;Sud-Est;PARIS LYON;ANNECY;177;177;0;9;1;0;0,050847458;0,949152542;0;
2013-10;Est;PARIS EST;STRASBOURG;485;485;0;43;1;0;0,088659794;0,911340206;0;
2013-10;Est;REIMS;PARIS EST;213;213;0;23;1;0;0,107981221;0,892018779;0;
2013-10;Est;PARIS EST;METZ;315;315;0;16;1;0;0,050793651;0,949206349;0;
2014-02;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;125;125;0;19;1;0;0,152;0,848;1;Dans la nuit du 27 au 28, un probl��me d'alimenation ͩlectrique �_ Langon (33) a engendrͩ un fort retard (1h53) pour le TGV 8513. Le 10, une panne ͩlectrique, entrainant l'impossibilitͩ de man�_uvrer un aiguillage �_ Montbartier (82) �_ entrainͩ un retard de 88 et 72 minutes respectivement aux TGV 8501 et 8505. Le 26, des tirs de projectiles dans la banlieue sud de Bordeaux ont pertubͩ la circulation des trains et notamment du TGV 8511, arrivͩ �_ Toulouse avec 81 minutes de retard.
2014-02;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;394;394;0;63;1;0;0,159898477;0,840101523;1;
2014-02;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;5;5;0;1;1;0;0,2;0,8;1;
2014-02;Atlantique;POITIERS;PARIS MONTPARNASSE;443;443;0;37;1;0;0,083521445;0,916478555;0;
2014-02;Sud-Est;BELLEGARDE (AIN);PARIS LYON;234;234;0;17;1;0;0,072649573;0,927350427;0;
2014-02;Sud-Est;PARIS LYON;PERPIGNAN;140;140;0;9;1;0;0,064285714;0,935714286;0;
2014-02;Sud-Est;NIMES;PARIS LYON;302;302;0;22;1;0;0,072847682;0,927152318;0;
2014-02;Est;PARIS EST;STRASBOURG;402;402;0;31;1;0;0,077114428;0,922885572;0;
2013-11;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;413;412;1;83;0,997578692;0,002421308;0,200968523;0,799031477;1;Retards en raison de nombreux ͩvͩnements particuli��rement perturbants en amont et en aval de St Pierre des Corps, notamment : des c͢bles sectionnͩs lors de travaux sur les voies �_ Monts (37) le 3, incident catͩnaire �_ Cͩrons (33) le 12, heurt de plusieurs sangliers sur ligne �_ grande vitesse le 19.
2013-11;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;454;454;0;56;1;0;0,123348018;0,876651982;0;Les intempͩries ayant touchͩ la rͩgion lyonnaise les 20, 21 et 22 novembre ont provoquͩ des retards importants sur l'Axe TGV Sud Est.
2013-11;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;391;391;0;82;1;0;0,20971867;0,79028133;1;Les intempͩries ayant touchͩ la rͩgion lyonnaise les 20, 21 et 22 novembre ont provoquͩ des retards importants sur l'Axe TGV Sud Est.
